DisplayName,NormalizedName,alpha
Clinical Rehabilitation,clinical rehabilitation,0.0355608177609229
Acta Pharmacologica Sinica,acta pharmacologica sinica,-0.02694651513516074
Accounting Forum,accounting forum,0.40415140415140416
Annual Review of Neuroscience,annual review of neuroscience,-0.02269503546099293
Annual Review of Earth and Planetary Sciences,annual review of earth and planetary sciences,0.25235689121747484
Environment and Behavior,environment and behavior,-0.0025819088319088243
Archive for Rational Mechanics and Analysis,archive for rational mechanics and analysis,0.9069767441860467
Metascience,metascience,-0.057633242999096675
New Genetics and Society,new genetics and society,0.0655013060076351
Journal for Specialists in Pediatric Nursing,journal for specialists in pediatric nursing,0.15634500713865795
Molecular Plant,molecular plant,-0.00866090017857496
Nursing Ethics,nursing ethics,0.06072715642055824
Growth Factors Journal,growth factors journal,-0.0009635234836847702
Revista Cefac,revista cefac,-0.0023013393718010174
Journal of Balkan and Near Eastern Studies,journal of balkan and near eastern studies,0.41666666666666663
Waste Management & Research,waste management & research,-0.0123300856194222
Food Biophysics,food biophysics,0.07008674486651648
Production Planning & Control,production planning & control,0.19456893868658573
Idesia (arica),idesia (arica),0.033979982575926417
Journal on Data Semantics,journal on data semantics,0.2873563218390805
Applied Vegetation Science,applied vegetation science,0.2594280787767709
Information Technology & People,information technology & people,-0.18604651162790703
Morphologie,morphologie,-0.012143771007234742
Materials Science & Engineering R-reports,materials science & engineering r reports,0.03785589628521565
Journal of The American Mosquito Control Association,journal of the american mosquito control association,0.005879026550963307
Spe Production & Operations,spe production & operations,0.03661623620272828
Journal of Surface Analysis,journal of surface analysis,0.11411525093533462
Journal for Nurses in Staff Development (jnsd),journal for nurses in staff development (jnsd),-0.10751849894291757
Psychiatry MMC,psychiatry mmc,0.008220202244560885
Tekstil Ve Konfeksiyon,tekstil ve konfeksiyon,0.0005658436213991845
arXiv: Quantum Algebra,arxiv quantum algebra,0.8887186420309449
BMJ Open Respiratory Research,bmj open respiratory research,0.020693340445608763
Itinerarius Reflectionis,itinerarius reflectionis,-0.10409836065573773
Acción Psicológica,accion psicologica,0.12773938795656467
Information Research: An International Electronic Journal,information research an international electronic journal,0.13230240549828182
Turk Dermatoloji Dergisi,turk dermatoloji dergisi,0.023285486443381187
Cancer Translational Medicine,cancer translational medicine,-0.00498084291187738
Pensar en Movimiento: Revista de Ciencias del Ejercicio y la Salud,pensar en movimiento revista de ciencias del ejercicio y la salud,0.14136546184738957
Acta physiologica Sinica,acta physiologica sinica,0.033581552664817646
Case Studies in Thermal Engineering,case studies in thermal engineering,0.16208939149165322
American Journal of Applied Chemistry,american journal of applied chemistry,0.009145962732919259
International Journal of Medical and Pharmaceutical Sciences,international journal of medical and pharmaceutical sciences,0.10423211169284469
Journal of Academic Emergency Medicine Case Reports,journal of academic emergency medicine case reports,-0.040484724355692094
Nigerian Journal of Surgical Research,nigerian journal of surgical research,-0.01752380952380954
The Philippine Journal of Veterinary Medicine,the philippine journal of veterinary medicine,0.14994179278230502
International Journal of Dental Clinics,international journal of dental clinics,-0.004541387024608505
Sakarya Medical Journal,sakarya medical journal,0.0024333673368698385
Hydro-Science and Engineering,hydro science and engineering,-0.11604095563139932
Irish Journal of Sociology,irish journal of sociology,0.4246575342465753
Journal of International Academy Of Physical Sciences,journal of international academy of physical sciences,-0.1294765840220386
"Journal of Higher Education, Theory, and Practice",journal of higher education theory and practice,-0.29166666666666674
Mineral Processing and Extractive Metallurgy,mineral processing and extractive metallurgy,0.013806327900287635
International Journal of Scientific Research in Education,international journal of scientific research in education,-0.20355458832063836
"International journal trade, economics and finance",international journal trade economics and finance,-0.03019525801952581
Chinese Journal of Tropical Crops,chinese journal of tropical crops,-0.29190877850671665
Managing global transitions,managing global transitions,0.07692307692307693
Perspectives on medical education,perspectives on medical education,-0.06927606048441055
Breast disease,breast disease,-0.07396888984270056
Egyptian Journal of Chest Diseases and Tuberculosis,egyptian journal of chest diseases and tuberculosis,0.03594134266726148
AU Library Scholarly Publishing Services,au library scholarly publishing services,0.22607260726072606
Staff Reports,staff reports,0.7709984639016896
Teaching history,teaching history,0.051282051282051246
Bangladesh Journal of Zoology,bangladesh journal of zoology,0.06356228172293366
Asian Journal of Environment and Disaster Management,asian journal of environment and disaster management,-0.03708040593286495
Sen-ito Kogyo,sen ito kogyo,0.29223744292237447
Journal of Animal Research,journal of animal research,-0.08890079662772836
Journal of EcoAgriTourism,journal of ecoagritourism,-0.12773028130170988
Journal of Family Business Management,journal of family business management,0.6623093681917211
Agricultural research,agricultural research,0.0012452500442386662
St. Petersburg Polytechnical University Journal: Physics and Mathematics,st petersburg polytechnical university journal physics and mathematics,0.456794425087108
Progress in Chemistry,progress in chemistry,-0.12173745915817796
Journal of Culinary Science & Technology,journal of culinary science & technology,0.09222952972952975
Alcoholism Treatment Quarterly,alcoholism treatment quarterly,0.12168876951485647
Lung India,lung india,0.017538150110070365
Ohio Journal of Science,ohio journal of science,0.6390423572744012
International Journal of Knowledge Engineering and Soft Data Paradigms,international journal of knowledge engineering and soft data paradigms,-0.07582417582417583
Journal of International Trade & Economic Development,journal of international trade & economic development,-0.27853881278538817
International Journal of Behavioral Medicine,international journal of behavioral medicine,0.14243208037087424
Iete Technical Review,iete technical review,-0.04805821273812444
Seminars in Perinatology,seminars in perinatology,0.10790462767206949
Helicobacter,helicobacter,-0.016737811726033888
J. of Design Research,j of design research,0.01798561151079137
Paladyn,paladyn,-0.19368770764119603
International Journal of Chemical Reactor Engineering,international journal of chemical reactor engineering,0.1535658193101802
Logistics Research,logistics research,-0.20459770114942527
Japanese Magazine of Mineralogical and Petrological Sciences,japanese magazine of mineralogical and petrological sciences,-6.404901141739796e-05
Digestive and Liver Disease,digestive and liver disease,0.015153055588265614
Primary Care,primary care,0.00738688827331486
"Information, Communication & Society",information communication & society,0.2684191310697334
Journal of Electromagnetic Waves and Applications,journal of electromagnetic waves and applications,0.01332280493957141
Sociology,sociology,0.10143540669856457
Language Learning,language learning,0.28713820152669073
Annales D Endocrinologie,annales d endocrinologie,0.013608212879808939
Crystal Research and Technology,crystal research and technology,0.03928744279646196
Chinese Education and Society,chinese education and society,-0.12037037037037035
International Gambling Studies,international gambling studies,0.017472815898012736
Paediatric Respiratory Reviews,paediatric respiratory reviews,0.06927476318416996
"Hydro Nepal: Journal of Water, Energy and Environment",hydro nepal journal of water energy and environment,0.2707338638373121
Alces,alces,-0.11355311355311358
Oral Radiology,oral radiology,0.0033897732265368856
Archives of Suicide Research,archives of suicide research,0.06030455403977859
"International Journal of Oil, Gas and Coal Technology",international journal of oil gas and coal technology,-0.021606703798484634
Optics and Laser Technology,optics and laser technology,-0.0038764829528424648
Wiley Interdisciplinary Reviews: Systems Biology and Medicine,wiley interdisciplinary reviews systems biology and medicine,0.021636477557530186
Jacc-cardiovascular Interventions,jacc cardiovascular interventions,0.04754125923805055
African Journal of Marine Science,african journal of marine science,0.18656586953356
International Journal of Urology,international journal of urology,-0.004618699578128167
Análise Social,analise social,-0.1286549707602339
Journal of Chinese Economic and Business Studies,journal of chinese economic and business studies,0.5390946502057614
Journal of Scandinavian Studies in Criminology and Crime Prevention,journal of scandinavian studies in criminology and crime prevention,0.052434456928838934
Journal of Experimental and Theoretical Artificial Intelligence,journal of experimental and theoretical artificial intelligence,0.2942477876106195
Sprachwissenschaft,sprachwissenschaft,0.07506775067750683
International Journal of Crashworthiness,international journal of crashworthiness,0.06394991117466094
Pharmacological Reviews,pharmacological reviews,0.3163130383573733
Journal of Sport Management,journal of sport management,0.09756097560975611
Australasian Plant Pathology,australasian plant pathology,-0.027634391534391546
International Journal of Polymeric Materials,international journal of polymeric materials,-0.022679379338885253
Annals of Dermatology,annals of dermatology,0.030581561362090157
Current Opinion in Otolaryngology & Head and Neck Surgery,current opinion in otolaryngology & head and neck surgery,-0.005256410256410267
Tohoku Journal of Experimental Medicine,tohoku journal of experimental medicine,-0.02353848048557815
Politics and the Life Sciences,politics and the life sciences,0.3333333333333334
Ukrainian Journal of Physical Optics,ukrainian journal of physical optics,0.2160472080324115
Tetrahedron,tetrahedron,0.04623183610509845
Progress in Physical Geography,progress in physical geography,0.34210665734604606
arXiv: Accelerator Physics,arxiv accelerator physics,0.36464972064302104
Geoacta,geoacta,0.015940084954169445
Flavour,flavour,-0.05377337835190542
Journal of B.U.ON. : official journal of the Balkan Union of Oncology,journal of b u on official journal of the balkan union of oncology,-0.018301324771093207
Radiologic technology,radiologic technology,0.13087437559935305
Journal of Fasting And Health,journal of fasting and health,0.02537809617455635
Machine Dynamics Research,machine dynamics research,-0.0135396518375242
The Cave Temples of India,the cave temples of india,0.20437500000000003
Journal of Xinyang Normal University,journal of xinyang normal university,-0.1552511415525115
Yearb Med Inform,yearb med inform,0.2047967819940476
The International Journal of Academic Research in Business and Social Sciences,the international journal of academic research in business and social sciences,0.030830304724629568
Green Processing and Synthesis,green processing and synthesis,0.04681535061281896
European Consortium for Mathematics in Industry,european consortium for mathematics in industry,0.2777952955144861
Global Journal of Science Frontier Research,global journal of science frontier research,-0.03409139649593927
IOSR Journal of Pharmacy,iosr journal of pharmacy,0.07743785312569704
The Indian Journal of Animal Reproduction,the indian journal of animal reproduction,0.0027331733727082664
Gerontology and Geriatric Medicine,gerontology and geriatric medicine,0.18833310786435786
The Journal of Public Transportation,the journal of public transportation,-0.08333333333333336
East and Central African Journal of Surgery,east and central african journal of surgery,-0.15715769173713098
Journal of Social and Political Psychology,journal of social and political psychology,-0.058524173027989825
ITALIAN JOURNAL OF EDUCATIONAL RESEARCH,italian journal of educational research,0.5277777777777778
Australian journal of electrical and electronics engineering,australian journal of electrical and electronics engineering,-0.13447852760736193
Journal of Engineering Computers & Applied Sciences,journal of engineering computers & applied sciences,0.1667191601049869
Journal of Exact Sciences,journal of exact sciences,-0.19969135802469135
OPE nursing,ope nursing,-0.10340036817060887
Chinese Journal of Animal Nutrition,chinese journal of animal nutrition,0.0020552560646900264
Mediterranean journal of social sciences,mediterranean journal of social sciences,0.08107791584657717
Environment and Ecology,environment and ecology,0.01129498076896755
Journal of Advanced Ceramics,journal of advanced ceramics,0.009523809523809521
Transactions of the Chinese Society of Agricultural Machinery,transactions of the chinese society of agricultural machinery,-0.04836044410018073
Greener Journal of Agricultural Sciences,greener journal of agricultural sciences,-0.04604015929104268
BMC Emergency Medicine,bmc emergency medicine,0.0064321909422845455
Journal of Socio-economics,journal of socio economics,0.44697223151555704
Chromatographia,chromatographia,-0.03754307735133776
International Journal of Virtual and Personal Learning Environments,international journal of virtual and personal learning environments,0.2404761904761905
Seminars in Nuclear Medicine,seminars in nuclear medicine,-0.07810894141829394
Child Neuropsychology,child neuropsychology,-0.02468487394957983
Otology & Neurotology,otology & neurotology,-0.02151795773329731
Mental Illness,mental illness,0.02359745517640255
Bio Tribune Magazine,bio tribune magazine,0.24444444444444446
ReCALL,recall,-0.04615384615384618
Klimik Dergisi\/klimik Journal,klimik dergisi klimik journal,0.15735534453958555
Strategic Entrepreneurship Journal,strategic entrepreneurship journal,0.13539630836047772
Ecology,ecology,0.1850623919868149
Sleep,sleep,0.06180575182001154
Diagnostic and Therapeutic Endoscopy,diagnostic and therapeutic endoscopy,0.007833321241142471
Computing and Visualization in Science,computing and visualization in science,0.2551964512040558
Iranian Journal of Reproductive Medicine,iranian journal of reproductive medicine,-0.008899160888666784
Advances in Atmospheric Sciences,advances in atmospheric sciences,0.08068327845422389
Allergy,allergy,0.105999460939989
Iet Generation Transmission & Distribution,iet generation transmission & distribution,0.03298451661981762
European Journal of Forest Research,european journal of forest research,0.07353002830719797
Psychological Bulletin,psychological bulletin,0.10475759461447078
International Journal of Wireless Information Networks,international journal of wireless information networks,-0.1645423968844043
Environment and Planning A,environment and planning a,0.15371776617623795
Revue Suisse De Zoologie,revue suisse de zoologie,0.04433497536945814
Bulletin of Volcanology,bulletin of volcanology,0.19869199777234792
Egyptian Informatics Journal,egyptian informatics journal,-0.11974110032362462
Progress in Surface Science,progress in surface science,0.07409678444161202
Herald of the Russian Academy of Sciences,herald of the russian academy of sciences,-0.036992875890513685
Yearbook of The National Society for The Study of Education,yearbook of the national society for the study of education,0.14449339207048453
Archives of Iranian Medicine,archives of iranian medicine,-0.0045930668628590635
"International Journal of Migration, Health and Social Care",international journal of migration health and social care,-0.10708898944193064
Phytochemistry Reviews,phytochemistry reviews,0.049219442183686714
Oncotarget,oncotarget,0.0008084630103589757
Gaming Law Review and Economics,gaming law review and economics,0.6746975050861976
Journal of Bacteriology and Virology,journal of bacteriology and virology,-0.03367623232666895
Journal of Applied Aquaculture,journal of applied aquaculture,-0.05554190134835297
Scientia Marina,scientia marina,0.19635461508591365
Journal of Invasive Cardiology,journal of invasive cardiology,-0.026977416358768384
Information Technology Journal,information technology journal,-0.0022405886827303106
Positivity,positivity,0.550561797752809
Seminars in Immunology,seminars in immunology,0.054164239953407106
Ai Magazine,ai magazine,0.42314606783809067
The Open Orthopaedics Journal,the open orthopaedics journal,-0.009516335731541382
International Journal of Agile Systems and Management,international journal of agile systems and management,0.0516934046345811
Japanese Journal of Transfusion and Cell Therapy,japanese journal of transfusion and cell therapy,-0.015798119202894843
Le Carnet Psy,le carnet psy,0.6551724137931034
European Planning Studies,european planning studies,0.30456628056628055
Applied Animal Behaviour Science,applied animal behaviour science,0.028355005241534025
Mutation Research-genetic Toxicology and Environmental Mutagenesis,mutation research genetic toxicology and environmental mutagenesis,0.057376448748220954
Managerial Finance,managerial finance,0.5952380952380951
Annalen der Physik,annalen der physik,0.3038817824643329
Synthesis,synthesis,0.024451609322577065
Journal of Crop Improvement,journal of crop improvement,0.014805856804764508
Journal of Promotion Management,journal of promotion management,0.07782672540381792
Probability in the Engineering and Informational Sciences,probability in the engineering and informational sciences,0.8333333333333335
Journal of Oncology,journal of oncology,0.007885852066566836
Psihijatrija danas,psihijatrija danas,0.021288515406162438
Current Allergy & Clinical Immunology,current allergy & clinical immunology,0.007669616519174035
BYU Studies Quarterly,byu studies quarterly,-0.11678832116788324
Big Data Research,big data research,0.03938461538461538
Algal Research-Biomass Biofuels and Bioproducts,algal research biomass biofuels and bioproducts,0.039638552476807754
arXiv: Other Computer Science,arxiv other computer science,0.05845588611546058
Frontiers in Endocrinology,frontiers in endocrinology,0.016313673271420907
Molecular Imprinting,molecular imprinting,0.0020408163265306246
Revista de Ciências Humanas,revista de ciencias humanas,0.12545710267229254
Journal of Educators Online,journal of educators online,0.13333333333333336
"Educational Assessment, Evaluation and Accountability",educational assessment evaluation and accountability,-0.009265536723163848
Current obesity reports,current obesity reports,-0.12904737744920394
The Korean Journal of Human Resource Development Quarterly,the korean journal of human resource development quarterly,0.35073529411764715
Scientific Journal of Animal Science,scientific journal of animal science,0.0244784357750959
Journal of telecommunications and information technology,journal of telecommunications and information technology,0.1922195947512403
Journal of agricultural and biological science,journal of agricultural and biological science,-0.09777777777777776
International Journal of Control and Automation,international journal of control and automation,-0.026778801140941062
Iranian Journal of Endocrinology and Metabolism,iranian journal of endocrinology and metabolism,-0.06632168536930443
Psychology of sexual orientation and gender diversity,psychology of sexual orientation and gender diversity,0.013893053473263351
American Journal of Materials Science,american journal of materials science,0.05022233734835731
Journal | MESA,journal mesa,0.02680965147453087
International Journal of Agricultural Technology,international journal of agricultural technology,0.02858692986799176
Journal of the Institute of Science and Technology,journal of the institute of science and technology,-0.05992509363295881
Spatial Information Research,spatial information research,-0.022187004754358173
Journal of the Chinese Advanced Materials Society,journal of the chinese advanced materials society,0.12152380952380953
The Iowa orthopaedic journal,the iowa orthopaedic journal,-0.018310281120487343
Australian journal of environmental education,australian journal of environmental education,-0.1690821256038648
The Korean Journal of Mathematics,the korean journal of mathematics,0.45183486238532106
International Journal of Internal Medicine,international journal of internal medicine,0.12457912457912458
Toxicology reports,toxicology reports,-0.001029185705961451
International Journal of Hybrid Information Technology,international journal of hybrid information technology,0.010931179437588012
Information Studies,information studies,0.10099502487562192
Journal of Vietnamese Environment,journal of vietnamese environment,0.09307646186373822
Coastal marine science,coastal marine science,0.10986733001658376
Educational technology research,educational technology research,-0.09214983064355453
American Journal of Mathematics and Statistics,american journal of mathematics and statistics,-0.030864197530864192
Chinese Journal of Tropical Agriculture,chinese journal of tropical agriculture,0.07222924568057311
International Journal of Nutrition and Food Sciences,international journal of nutrition and food sciences,0.01459325056027219
Global Journal of Human-Social Science Research,global journal of human social science research,0.07747816447428811
Quarterly Journal of Nursing Management,quarterly journal of nursing management,-0.07025715672003882
BioTechnology: An Indian Journal,biotechnology an indian journal,-0.009161380396358654
Ashrae Transactions,ashrae transactions,0.19040511727078896
Revista Médica del Hospital General de México,revista medica del hospital general de mexico,0.0034898350487704106
JPRAS Open,jpras open,-0.17882104454685097
Inorganic Materials: Applied Research,inorganic materials applied research,0.11127752622005493
Urban Research & Practice,urban research & practice,0.5238095238095238
Microscopy Research and Technique,microscopy research and technique,0.00240118705596169
South African Journal of Industrial Engineering,south african journal of industrial engineering,-0.07455197132616492
Bioorganic & Medicinal Chemistry,bioorganic & medicinal chemistry,0.03692756043388758
E-journal of Soft Materials,e journal of soft materials,0.13785310734463274
Revista Brasileira De Cirurgia Cardiovascular,revista brasileira de cirurgia cardiovascular,-0.009976627024799211
Natural Language Engineering,natural language engineering,-0.01522530086761824
Water History,water history,0.2540880503144655
Mineralogy and Petrology,mineralogy and petrology,0.0014519388002114469
Irish Journal of Psychological Medicine,irish journal of psychological medicine,0.044248291571753987
City,city,0.37247276532990814
Thai Journal of Veterinary Medicine,thai journal of veterinary medicine,0.03795608366880163
Fixed Point Theory and Applications,fixed point theory and applications,0.23139692405769385
Protein Engineering Design & Selection,protein engineering design & selection,0.04712482385819875
Journal of School Health,journal of school health,0.0093492705223395
IEEE MultiMedia,ieee multimedia,0.0340946342305038
Energy Exploration & Exploitation,energy exploration & exploitation,0.05614705001497454
Applied Cognitive Psychology,applied cognitive psychology,0.04302593093561775
Acta Chirurgica Iugoslavica,acta chirurgica iugoslavica,-0.009713735906819938
Psychobiology,psychobiology,0.25575232847960117
International Journal of Innovation and Sustainable Development,international journal of innovation and sustainable development,0.11135213304410704
Biological Journal of The Linnean Society,biological journal of the linnean society,0.038516401788538115
Haematologia,haematologia,0.035988223246287754
Journal of Petroleum Technology,journal of petroleum technology,0.29473377945883034
Indian Journal of Hematology and Blood Transfusion,indian journal of hematology and blood transfusion,-0.026988233624299193
Acta Chiropterologica,acta chiropterologica,0.04726772486772486
Journal of Agricultural Education,journal of agricultural education,-0.11524500907441017
Youth Violence and Juvenile Justice,youth violence and juvenile justice,0.03780718336483931
International Journal of Astrobiology,international journal of astrobiology,0.2920746986848682
International Journal of Precision Technology,international journal of precision technology,-0.08832807570977923
International Journal of Mathematical Education in Science and Technology,international journal of mathematical education in science and technology,0.06474553420963935
Online,online,-0.013776461555336171
Phonetica,phonetica,-0.016087516087516077
Monte Carlo Methods and Applications,monte carlo methods and applications,0.4666666666666666
International Microbiology,international microbiology,0.06612607087700667
Acupuncture & Electro-therapeutics Research,acupuncture & electro therapeutics research,0.006682343719380753
Chinese Journal of Physics,chinese journal of physics,0.008468255183583642
Deep-sea Research Part Ii-topical Studies in Oceanography,deep sea research part ii topical studies in oceanography,0.19079034678420123
"Applied Physiology, Nutrition, and Metabolism",applied physiology nutrition and metabolism,0.06263607553423264
Chinese Journal of Physiology,chinese journal of physiology,-0.00949103734429821
Clinical Endocrinology,clinical endocrinology,0.0029932342078736783
Computer Vision and Image Understanding,computer vision and image understanding,-0.00213887122978033
Journal of Advances in Modeling Earth Systems,journal of advances in modeling earth systems,0.39361045111163
Thyroid Research,thyroid research,0.014507159507159507
Journal of Dentistry,journal of dentistry,0.016682605825234207
Journal of Polymer Materials,journal of polymer materials,-0.059598853868194836
Journal of The Food Hygienic Society of Japan (shokuhin Eiseigaku Zasshi),journal of the food hygienic society of japan (shokuhin eiseigaku zasshi),0.038875759526418745
Canadian Journal of Speech-Language Pathology and Audiology,canadian journal of speech language pathology and audiology,0.03684210526315786
Journal of Applied Fluid Mechanics,journal of applied fluid mechanics,0.050406504065040686
Agroecology and Sustainable Food Systems,agroecology and sustainable food systems,0.00965165822963987
arXiv: Medical Physics,arxiv medical physics,0.09132550155562705
@tic: Revista d'Innovació Educativa,tic revista d innovacio educativa,-0.03745578635855174
Journal of Electronic Science and Technology,journal of electronic science and technology,0.2276073619631902
Journal of Pediatric and Neonatal Individualized Medicine,journal of pediatric and neonatal individualized medicine,-0.04185802663311313
Healthcare,healthcare,0.01623076894394723
Behbood,behbood,0.03389830508474581
Journal of the Association of Arab Universities for Basic and Applied Sciences,journal of the association of arab universities for basic and applied sciences,0.005802968960863731
Western Journal of Emergency Medicine,western journal of emergency medicine,-0.015597993690233278
Journal of bronchology & interventional pulmonology,journal of bronchology & interventional pulmonology,-0.0014158126517677192
Diabète & métabolisme,diabete & metabolisme,-0.2646380820654679
Revista do Colégio Brasileiro de Cirurgiões,revista do colegio brasileiro de cirurgioes,-0.034703384554615274
The Journal of the Louisiana State Medical Society,the journal of the louisiana state medical society,0.06784315904502604
Applied Biological Chemistry,applied biological chemistry,-0.07072507630029755
Chemical and Process Engineering Research,chemical and process engineering research,-0.0034805890227576994
Spine deformity,spine deformity,0.07652466802994569
Journal of Krishi Vigyan,journal of krishi vigyan,-0.07843825115312157
Anuradhapura Medical Journal,anuradhapura medical journal,-0.027277381632547063
Frontiers Research Foundation,frontiers research foundation,-0.015024876859639016
Iranian Journal of Psychiatry and Clinical Psychology,iranian journal of psychiatry and clinical psychology,0.0027657408065165355
JWE. Journal of wind engineering,jwe journal of wind engineering,0.11507489534275248
Sociology Study,sociology study,-0.005284658598197793
Engineering Management Research,engineering management research,-0.06666666666666668
"IOSR Journal of Environmental Science, Toxicology and Food Technology",iosr journal of environmental science toxicology and food technology,0.02346081340400531
IOSR Journal of Humanities and Social Science,iosr journal of humanities and social science,0.031637490882567475
Marine Sciences,marine sciences,0.007587852096522609
Korean Public Administration Review,korean public administration review,0.2876712328767123
WMU journal of maritime affairs,wmu journal of maritime affairs,0.2504978096375946
annals and essences of dentistry,annals and essences of dentistry,0.026513317191283293
International Journal of Advanced Structural Engineering,international journal of advanced structural engineering,-0.01813110181311019
"World Academy of Science, Engineering and Technology, International Journal of Chemical and Molecular Engineering",world academy of science engineering and technology international journal of chemical and molecular engineering,0.10039164780544091
British Biotechnology Journal,british biotechnology journal,0.0039319378136858825
Journal of clinical and translational hepatology,journal of clinical and translational hepatology,0.017526844070961722
Open Journal of Biophysics,open journal of biophysics,0.14760805014846587
Routledge Online Studies on the Olympic and Paralympic Games,routledge online studies on the olympic and paralympic games,0.28364389233954457
International Journal of Science and Engineering Applications,international journal of science and engineering applications,-0.10275157232704402
Journal of Xidian University,journal of xidian university,-0.05963229416466828
Australian journal of acupuncture and Chinese medicine,australian journal of acupuncture and chinese medicine,-0.3587301587301588
International Journal of Pharmaceutical & Biological Archive,international journal of pharmaceutical & biological archive,-0.24635970090515547
Korean Journal of Organic Agricultue,korean journal of organic agricultue,-0.016693280049369003
Journal of endourology case reports,journal of endourology case reports,0.09447619047619048
Pamukkale Journal of Sport Sciences,pamukkale journal of sport sciences,-0.15779092702169628
Chinese Journal of Geriatrics,chinese journal of geriatrics,-0.17072570725707253
Propulsion and Power Research,propulsion and power research,0.17174547577349678
Asian Journal of Mathematics and Applications,asian journal of mathematics and applications,-0.05805243445692885
Kardiologiya i serdechno-sosudistaya khirurgiya,kardiologiya i serdechno sosudistaya khirurgiya,-0.436135533855812
"National Center for Research on Evaluation, Standards, and Student Testing",national center for research on evaluation standards and student testing,0.12349869451697122
Social studies and the young learner,social studies and the young learner,0.005128205128205151
Journal of Pharmacy Research,journal of pharmacy research,-0.033038515745939336
The Journal for Transdisciplinary Research in Southern Africa,the journal for transdisciplinary research in southern africa,-0.059748427672955975
Nigerian Journal of Chemical Research,nigerian journal of chemical research,-0.153713298791019
Journal of clinical neonatology,journal of clinical neonatology,0.09056284307540591
Open Journal of Obstetrics and Gynecology,open journal of obstetrics and gynecology,0.009409973507572267
Juntendo Medical Journal,juntendo medical journal,-0.016669898384128252
Comprehensive Reviews in Food Science and Food Safety,comprehensive reviews in food science and food safety,0.2053960556661434
Policy & Internet,policy & internet,0.23745795716055942
The Journal of Surgery,the journal of surgery,-0.027205277895722153
Semiconductors and Semimetals,semiconductors and semimetals,0.21137868753762792
Management and Business Administration. Central Europe,management and business administration central europe,0.23010752688172043
Journal of Population Economics,journal of population economics,0.7580246913580247
European Journal of Plant Pathology,european journal of plant pathology,0.0037285649492222283
Population and Development Review,population and development review,0.11630377057886351
Employee Relations,employee relations,-0.0020576131687242943
Thoracic Cancer,thoracic cancer,0.04525140047061462
The Journal of Alternative Investments,the journal of alternative investments,0.6504504504504505
Pharmacognosy Magazine,pharmacognosy magazine,-0.04918698773660605
"International Journal of Data Mining, Modelling and Management",international journal of data mining modelling and management,0.17393767705382437
Fitoterapia,fitoterapia,0.0018144613702735933
Psychotherapeut,psychotherapeut,0.03621237568333005
Parasite,parasite,0.013335951907934828
Transportmetrica,transportmetrica,0.13344887348353554
"Fathering: A Journal of Theory, Research, and Practice About Men As Fathers",fathering a journal of theory research and practice about men as fathers,-0.22006172839506175
Arthropod-plant Interactions,arthropod plant interactions,0.06471810362011073
Asia-pacific Journal of Teacher Education,asia pacific journal of teacher education,-0.07753222836095768
World Medical & Health Policy,world medical & health policy,-0.015395675178283864
International Journal of Rural Management,international journal of rural management,0.06666666666666668
Computer Science Review,computer science review,0.6385964912280702
Annals of The Icrp,annals of the icrp,0.1455265764562546
Moscow University Mathematics Bulletin,moscow university mathematics bulletin,1.0
Aquaculture Economics & Management,aquaculture economics & management,-0.013825031928480162
The American Journal of Economics and Sociology,the american journal of economics and sociology,0.14611872146118718
College & Research Libraries,college & research libraries,0.0342553422280074
Papers in Regional Science,papers in regional science,0.305982905982906
Journal of Computer Applications,journal of computer applications,0.01050041876046901
Journal of Black Studies,journal of black studies,-0.038095238095238126
Annual Review of Nuclear and Particle Science,annual review of nuclear and particle science,0.47393364928909953
Food and Bioproducts Processing,food and bioproducts processing,0.016518320723928212
Periodica Polytechnica Transportation Engineering,periodica polytechnica transportation engineering,-0.014141414141414172
Estudios De Economia,estudios de economia,0.47819314641744554
Perspectives on Science,perspectives on science,0.14928340268146092
Innovative Food Science and Emerging Technologies,innovative food science and emerging technologies,0.038478795725856565
Sports Medicine,sports medicine,0.08513220622264106
Pituitary,pituitary,0.035440559609840654
Genome Medicine,genome medicine,0.03687762514888935
Journal of Parallel and Distributed Computing,journal of parallel and distributed computing,0.1915202466777047
International Journal of Information Technologies and Systems Approach,international journal of information technologies and systems approach,-0.026217228464419467
Frontiers in Zoology,frontiers in zoology,0.01095914039241279
Journal of Pharmaceutical Innovation,journal of pharmaceutical innovation,0.10393453336948741
Canadian Journal of Veterinary Research-revue Canadienne De Recherche Veterinaire,canadian journal of veterinary research revue canadienne de recherche veterinaire,0.020340443344306836
Clinical and Experimental Otorhinolaryngology,clinical and experimental otorhinolaryngology,0.04432133863760201
Journal of Services Marketing,journal of services marketing,0.10772856449712345
Chinese Geographical Science,chinese geographical science,-0.02546016228073505
Oman Journal of Ophthalmology,oman journal of ophthalmology,-0.01797916514897646
Journal of Water Supply Research and Technology-aqua,journal of water supply research and technology aqua,-0.0714417687282009
Revista da Biologia,revista da biologia,-0.11708683473389354
Advanced Energy Materials,advanced energy materials,-0.03212050814291787
arXiv: Cryptography and Security,arxiv cryptography and security,0.1635874888707551
arXiv: Fluid Dynamics,arxiv fluid dynamics,0.05137082327524769
Neurology and Therapy,neurology and therapy,-0.006295770241348454
Case Studies in Nondestructive Testing and Evaluation,case studies in nondestructive testing and evaluation,-0.0840108401084011
Clinical and Laboratorial Research in Dentistry,clinical and laboratorial research in dentistry,-0.03718386876281614
